module	dlib	state	tk5_rmid	ce_rmid	bytes_tk5	bytes_ce	bytes_equal	v_tk5	v_ce	sect_tk5	sect_ce	diff_tk5	diff_ce	len_tk5	len_ce
IEAVTRTE	AOSC5	same	UZ53848	UZ53848	3222	3222	Y	differs	differs	1	1	0	0	Y	Y
IEAVTRV	AOSC5	same	UZ31424	UZ31424	535	535	Y	differs	differs	1	1	16	16	N	N
IEAVTSBP	AOSC5	same	UZ37541	UZ37541	1694	1694	Y	differs	differs	1	1	5	5	N	N
IEAVTSDC	AOSC5	same	UZ37884	UZ37884	4614	4614	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSDF	AOSC5	same	UZ29089	UZ29089	1086	1086	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSDG	AOSC5	same	UZ58406	UZ58406	3098	3098	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSDH	AOSC5	rmid-differs	UZ54567	UZ37884	3629	3566	N	differs	differs	1	1	0	0	Y	Y
IEAVTSDL	AOSC5	same	EBB1102	EBB1102	2837	2837	Y	identical	identical	1	1	0	0	N	N
IEAVTSDO	AOSC5	same	UZ54159	UZ54159	2350	2350	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSDR	AOSC5	same	UZ69646	UZ69646	3181	3181	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSDT	AOSC5	same	UZ37725	UZ37725	6706	6706	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSDU	AOSC5	same	UZ27094	UZ27094	766	766	Y	differs	differs	1	1	30	30	N	N
IEAVTSDW	AOSC5	same	UZ29409	UZ29409	1646	1646	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSIG	AOSC5	same	FBB1221	FBB1221	521	521	Y	identical	identical	1	1	0	0	N	N
IEAVTSKT	AOSC5	same	UZ69646	UZ69646	2253	2253	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSL1	AOSC5	same	UZ25896	UZ25896	3446	3446	Y	identical	identical	1	1	0	0	N	N
IEAVTSL2	AOSC5	same	UZ25896	UZ25896	3594	3594	Y	identical	identical	1	1	0	0	N	N
IEAVTSLB	AOSC5	same	UZ25896	UZ25896	2850	2850	Y	identical	identical	1	1	0	0	N	N
IEAVTSLE	AOSC5	same	UZ25896	UZ25896	982	982	Y	identical	identical	1	1	0	0	N	N
IEAVTSLP	AOSC5	same	UZ25896	UZ25896	2482	2482	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSLR	AOSC5	same	UZ25896	UZ25896	2702	2702	Y	differs	differs	1	1	0	0	Y	Y
IEAVTSLS	AOSC5	same	UZ57326	UZ57326	3894	3894	Y	identical	identical	1	1	0	0	N	N
IEAVTSSD	AOSC5	rmid-differs	UZ60943	UZ33882	6525	6390	N	differs	differs	1	1	0	0	Y	Y
IEAVTSSE	AOSC5	same	UZ26061	UZ26061	3938	3938	Y	differs	differs	1	1	0	0	Y	Y
IEAVVCRX	AOSC5	same	UZ25695	UZ25695	559	559	Y	differs	differs	1	1	14	14	N	N
IEAVVINT	AOSC5	same	FBB1221	FBB1221	2265	2265	Y	differs	differs	1	1	0	0	Y	Y
IEAVVRP1	AOSC5	same	UZ30126	UZ30126	3542	3542	Y	differs	differs	1	1	0	0	Y	Y
IEAVVRP2	AOSC5	same	UZ55582	UZ55582	2342	2342	Y	differs	differs	1	1	0	0	Y	Y
IEAVVWTO	AOSC5	rmid-differs	UZ62088	UZ60302	6757	6741	N	differs	differs	1	1	0	0	Y	Y
IEAVXDOM	AOSC5	same	UZ31607	UZ31607	1822	1822	Y	differs	differs	1	1	0	0	Y	Y
IEAXPALL	AOSC5	same	UZ34849	UZ34849	3176	3176	Y	differs	differs	2	2	0	0	Y	Y
IEAXPDXR	AOSC5	same	EBB1102	EBB1102	1554	1554	Y	differs	differs	2	2	4	4	N	N
IEAXPSIM	AOSC5	same	EBB1102	EBB1102	413	413	Y	identical	identical	1	1	0	0	N	N
IEBASCAN	AOSU0	rmid-differs	UZ61317	UZ25083	4858	4913	N	differs	differs	2	2	0	0	Y	Y
IEBBSCAN	AOSU0	same	EUT1102	EUT1102	1777	1777	Y	differs	differs	2	2	0	0	N	N
IEBCANAL	AOSU0	same	EUT1102	EUT1102	2289	2289	Y	differs	differs	1	1	279	279	N	N
IEBCCS02	AOSU0	same	EUT1102	EUT1102	3641	3641	Y	differs	differs	1	1	0	0	Y	Y
IEBCNVT	AOSU0	same	EUT1102	EUT1102	642	642	Y	identical	identical	1	1	0	0	N	N
IEBCOMPM	AOSU0	same	EUT1102	EUT1102	4269	4269	Y	differs	differs	1	1	163	163	N	N
IEBCONH2	AOSU0	same	EUT1102	EUT1102	693	693	Y	identical	identical	1	1	0	0	N	N
IEBCONP2	AOSU0	same	EUT1102	EUT1102	469	469	Y	identical	identical	1	1	0	0	N	N
IEBCONZ2	AOSU0	same	EUT1102	EUT1102	477	477	Y	identical	identical	1	1	0	0	N	N
IEBCQSAM	AOSU0	rmid-differs	UZ62024	UZ53170	1822	1782	N	differs	differs	1	1	0	116	Y	N
IEBCROOT	AOSU0	same	EUT1102	EUT1102	2085	2085	Y	differs	differs	1	1	366	366	N	N
IEBCULET	AOSU0	same	EUT1102	EUT1102	1813	1813	Y	differs	differs	1	1	242	242	N	N
IEBDISKT	AOSD0	rmid-differs	UZ47406	UZ33035	29642	29649	N	differs	differs	1	1	0	0	Y	Y
IEBDRB	AOSU0	same	EUT1102	EUT1102	1330	1330	Y	identical	identical	1	1	0	0	N	N
IEBDSU	AOSU0	same	EUT1102	EUT1102	1574	1574	Y	identical	identical	1	1	0	0	N	N
IEBEDIT2	AOSU0	same	UZ24998	UZ24998	1205	1205	Y	differs	differs	1	1	0	0	Y	Y
IEBGEN03	AOSU0	rmid-differs	UZ71035	UZ52836	5198	5066	N	differs	differs	1	1	0	0	Y	Y
IEBGENRT	AOSU0	rmid-differs	UZ49382	UZ54553	2862	2850	N	differs	differs	1	1	0	0	Y	Y
IEBGENS3	AOSU0	same	EUT1102	EUT1102	4877	4877	Y	differs	differs	1	1	0	0	Y	Y
IEBGMESG	AOSU0	same	EUT1102	EUT1102	4073	4073	Y	identical	identical	1	1	0	0	N	N
IEBGSCAN	AOSU0	rmid-differs	UZ73093	UZ34182	4874	4809	N	differs	differs	1	1	0	0	Y	Y
IEBIMAGE	AOSU0	same	UZ53004	UZ53004	20097	20097	Y	differs	differs	1	1	0	0	Y	Y
IEBIMSGS	AOSU0	same	FUT1133	FUT1133	3673	3673	Y	differs	differs	1	1	0	0	Y	Y
IEBIOE	AOSU0	rmid-differs	UZ66774	UZ35409	3048	2999	N	differs	differs	2	2	4	0	N	Y
IEBISAM	AOSU0	rmid-differs	UZ38262	EUT1102	1730	1598	N	differs	differs	2	2	0	0	Y	N
IEBISC	AOSU0	rmid-differs	UZ38262	UZ27371	2058	2017	N	differs	differs	2	2	0	0	Y	Y
IEBISCAN	AOSU0	same	UZ36362	UZ36362	9449	9449	Y	differs	differs	1	1	0	0	Y	Y
IEBISF	AOSU0	rmid-differs	UZ38262	EUT1102	1190	1114	N	differs	differs	2	2	0	242	Y	N
IEBISL	AOSU0	rmid-differs	UZ38262	UZ33730	1918	1861	N	differs	differs	2	2	0	0	Y	Y
IEBISMES	AOSU0	rmid-differs	UZ38262	EUT1102	1686	1674	N	identical	identical	1	1	0	0	N	N
IEBISPL	AOSU0	rmid-differs	UZ38262	EUT1102	2542	2414	N	differs	differs	2	2	0	0	Y	Y
IEBISSI	AOSU0	rmid-differs	UZ38262	EUT1102	1402	1358	N	differs	differs	1	1	0	0	Y	Y
IEBISSO	AOSU0	rmid-differs	UZ38262	EUT1102	1450	1394	N	differs	differs	2	2	0	0	Y	Y
IEBISU	AOSU0	rmid-differs	UZ38262	EUT1102	1354	1286	N	differs	differs	2	2	0	0	Y	Y
IEBLDUL	AOSU0	same	UZ57774	UZ57774	2274	2274	Y	differs	differs	1	1	248	248	N	N
IEBLENP2	AOSU0	same	EUT1102	EUT1102	461	461	Y	identical	identical	1	1	0	0	N	N
IEBMCM	AOSU0	same	UZ35147	UZ35147	1061	1061	Y	identical	identical	1	1	0	0	N	N
IEBMOVE2	AOSU0	same	EUT1102	EUT1102	445	445	Y	identical	identical	1	1	0	0	N	N
IEBPPMSG	AOSU0	same	EUT1102	EUT1102	1853	1853	Y	identical	identical	1	1	0	0	N	N
IEBPPUN1	AOSU0	same	UZ27964	UZ27964	2969	2969	Y	differs	differs	1	1	422	422	N	N
IEBRSAM	AOSU0	same	UZ53565	UZ53565	1754	1754	Y	differs	differs	1	1	199	199	N	N
IEBUPDTE	AOSU0	same	EUT1102	EUT1102	1569	1569	Y	differs	differs	2	2	0	0	Y	Y
IEBUPLOG	AOSU0	same	EUT1102	EUT1102	4481	4481	Y	differs	differs	2	2	538	538	N	N
IEBUPNIT	AOSU0	same	EUT1102	EUT1102	2309	2309	Y	differs	differs	1	1	36	36	N	N
IEBUPXIT	AOSU0	same	EUT1102	EUT1102	3146	3146	Y	identical	identical	1	1	0	0	N	N
IEBVCT	AOSU0	same	EUT1102	EUT1102	1090	1090	Y	identical	identical	1	1	0	0	N	N
IEBVDM	AOSU0	rmid-differs	UZ69525	EUT1102	2210	2174	N	identical	differs	1	1	0	0	N	Y
IEBVMS	AOSU0	rmid-differs	UZ59273	UZ33640	5464	5463	N	identical	differs	2	2	0	29	N	N
IEBWSAM	AOSU0	same	UZ53565	UZ53565	1906	1906	Y	differs	differs	1	1	100	100	N	N
IECBBFB1	AOSD0	same	EDM1102	EDM1102	421	421	Y	identical	identical	1	1	0	0	N	N
IECDAFMT	AOSC5	same	UZ71196	UZ71196	5533	5533	Y	differs	differs	1	1	0	0	Y	Y
IECDAFT1	AOSC5	same	UZ70358	UZ70358	8465	8465	Y	differs	differs	1	1	0	0	Y	Y
IECIOFMT	AOSC5	same	UZ29811	UZ29811	4006	4006	Y	differs	differs	1	1	0	0	Y	Y
IECIOFT1	AOSC5	same	UZ21482	UZ21482	4014	4014	Y	differs	differs	1	1	0	0	Y	Y
IECLMSGC	AOSC5	rmid-differs	UZ50248	UZ62873	1677	1677	N	differs	differs	1	1	0	0	Y	Y
IECLMSGD	AOSC5	rmid-differs	UZ50248	UZ62873	1909	1909	N	differs	differs	1	1	0	0	Y	Y
IECLMSGG	AOSC5	rmid-differs	UZ50248	UZ62873	1469	1469	N	differs	differs	1	1	0	0	Y	Y
IECLMSGM	AOSC5	rmid-differs	UZ50248	UZ62873	1437	1437	N	differs	differs	1	1	0	0	Y	Y
IECLMSGT	AOSC5	rmid-differs	UZ50248	UZ67316	1869	1869	N	differs	differs	1	1	0	0	Y	Y
IECLMSGU	AOSC5	rmid-differs	UZ50248	UZ62873	1893	1885	N	differs	differs	1	1	0	0	Y	Y
IECQBFG1	AOSD0	same	EDM1102	EDM1102	573	573	Y	differs	differs	1	1	0	0	Y	Y
IECTATEN	AOS20	rmid-differs	UY76392	UZ57786	994	970	N	identical	differs	1	1	0	0	N	Y
IECTATTN	AOSC5	same	EDS1102	EDS1102	357	357	Y	identical	identical	1	1	0	0	N	N
IECTCATN	AOSC5	same	UZ53852	UZ53852	775	775	Y	differs	differs	2	2	1	1	N	N
IECTCHGN	AOS20	same	UZ55396	UZ55396	678	678	Y	identical	identical	1	1	0	0	N	N
IECTEDIT	AOS20	same	EBT1102	EBT1102	2589	2589	Y	differs	differs	1	1	45	45	N	N
IECTLERP	AOS20	same	EBT1102	EBT1102	693	693	Y	identical	identical	1	1	0	0	N	N
IECTLOPN	AOS20	rmid-differs	UY74903	UZ31417	1126	1102	N	differs	differs	1	1	0	0	Y	Y
IECTONLT	AOS20	same	EBT1102	EBT1102	797	797	Y	differs	differs	1	1	72	72	N	N
IECTSCAN	AOS20	rmid-differs	UZ77326	EBT1102	4686	4653	N	differs	differs	1	1	113	4	N	N
IECTSVC	AOS20	same	UZ29482	UZ29482	1450	1450	Y	identical	identical	1	1	0	0	N	N
IECTTRNS	AOS20	same	EBT1102	EBT1102	565	565	Y	differs	differs	1	1	4	4	N	N
IECVDDT0	AOSC5	same	UZ90163	UZ90163	3063	3063	Y	differs	differs	1	1	14	14	N	N
IECVDURP	AOSC5	rmid-differs	UZ75618	UZ52410	2581	2509	N	differs	differs	1	1	1	0	N	Y
IECVERPL	AOSC5	rmid-differs	UZ80701	UZ66206	1529	1529	N	differs	differs	1	1	10	12	N	N
IECVEXPR	AOSC5	rmid-differs	UY09531	UZ61195	4302	4390	N	identical	differs	1	1	0	0	N	Y
IECVHIDT	AOSC5	same	UZ25990	UZ25990	383	383	Y	differs	differs	1	1	0	0	Y	Y
IECVIOPM	ALPALIB	same	UZ72152	UZ72152	3269	3269	N	differs	differs	1	1	0	0	Y	Y
IECVITRP	AOSC5	same	EBB1102	EBB1102	437	437	Y	identical	identical	1	1	0	0	N	N
IECVOID	AOSC5	same	FBB1221	FBB1221	910	910	Y	differs	differs	1	1	0	0	N	N
