module	as370_rc	ifox_rc	tool	tool_restamped	dlib
IGG0325E	8	0008	bytes	bytes	length
IGG0325G	8	0008	bytes	bytes	length
IGG0325H	8	0008	bytes	bytes	length
IGG0325I	8	0008	bytes	bytes	length
IGG0325K	8	0008	bytes	bytes	length
IGG0325P	0	0008	bytes	bytes	text
IGG0325Q	0	0008	bytes	bytes	mixed
IGG0325R	0	0008	bytes	bytes	text
IGG0325T	8	0008	bytes	bytes	length
IGG0325U	0	0008	bytes	bytes	text
IGG0325V	0	0008	bytes	bytes	mixed
IGG0325W	8	0008	bytes	bytes	length
IGG0325Z	8	0008	bytes	bytes	length
IGG032I1	8	0008	bytes	bytes	length
IGG032I2	8	0008	bytes	bytes	text
IGG032I3	8	0008	bytes	bytes	length
IGG032I4	0	0008	bytes	bytes	mixed
IGG032I5	8	0008	bytes	bytes	length
IGG032I6	8	0008	bytes	bytes	length
IGG032I7	8	0008	bytes	bytes	length
IGG032I8	8	0008	bytes	bytes	length
IGG0553A	8	0008	bytes	bytes	length
IGG0553B	8	0008	bytes	bytes	length
IGG0553C	8	0008	bytes	bytes	length
IGG0553D	8	0008	bytes	bytes	length
IGG0553E	8	0008	bytes	bytes	length
IGG0553F	8	0008	bytes	bytes	text
IGG0553G	8	0008	bytes	bytes	length
IGG08101	8	0008	identical		length
IGG08102	8	0008	identical		length
IGG08103	8	0008	bytes	bytes	length
IGG08104	8	0008	identical		length
IGG08108	0	0000	cards		length
IGG08110	0	0000	identical		identical
IGG08111	0	0000	identical		identical
IGG08112	0	0000	identical		identical
IGG08113	0	0000	identical		length
IGG08114	0	0000	identical		identical
IGG08115	0	0000	identical		identical
IGG08116	0	0000	identical		text
IGG08117	0	0000	identical		text
IGG0860A	0	0000	identical		mixed
IGG0860B	0	0000	identical		mixed
IGG0860C	8	0008	identical		mixed
IGG0860D	0	0000	identical		mixed
IGG086AE	8	0008	identical		length
IGG09300	0	0004	identical		identical
IGG09301	0	0000	bytes	bytes	length
IGG09302	0	0000	bytes	bytes	length
IGG09303	0	0000	identical		text
IGG09400	0	0000	identical		length
IGG09402	0	0000	identical		length
IGG09403	0	0000	identical		mixed
IGG09404	0	0000	identical		text
IGG09405	0	0000	identical		holes
IGG09406	0	0000	identical		holes
IGG09407	0	0000	identical		identical
IGG09408	0	0000	identical		length
IGG09409	0	0000	identical		length
IGG0940A	0	0000	identical		length
IGG0940B	0	0000	identical		identical
IGG0940C	0	0000	identical		identical
IGG0940D	0	0000	identical		identical
IGG0940E	0	0000	identical		identical
IGG0940G	0	0000	identical		length
IGG0940H	8	0008	identical		length
IGG09411	8	0008	identical		length
IGG09414	0	0000	identical		identical
IGG0CLA0	0	0000	identical		length
IGG0CLA1	0	0000	identical		holes
IGG0CLA2	0	0000	identical		length
IGG0CLA3	0	0000	identical		length
IGG0CLA4	0	0000	identical		length
IGG0CLA5	0	0000	identical		length
IGG0CLA6	0	0000	identical		length
IGG0CLA7	0	0000	identical		length
IGG0CLA8	0	0000	identical		length
IGG0CLA9	8	0000	bytes	bytes	length
IGG0CLAA	0	0000	identical		holes
IGG0CLAB	0	0000	identical		text
IGG0CLAC	0	0000	identical		length
IGG0CLAD	0	0000	identical		length
IGG0CLAE	0	0000	identical		length
IGG0CLAF	0	0000	identical		length
IGG0CLAG	0	0000	identical		length
IGG0CLAH	0	0000	identical		length
IGG0CLAI	0	0000	identical		length
IGG0CLAJ	0	0000	identical		holes
IGG0CLAK	0	0000	identical		length
IGG0CLAL	0	0000	identical		length
IGG0CLAM	0	0000	identical		length
IGG0CLAN	0	0000	identical		length
IGG0CLAO	0	0000	identical		mixed
IGG0CLAP	0	0000	identical		length
IGG0CLAQ	0	0000	identical		length
IGG0CLAR	0	0000	identical		length
IGG0CLAS	0	0000	identical		length
IGG0CLAT	0	0000	identical		length
IGG0CLAU	0	0000	identical		holes
IGG0CLAV	0	0000	identical		holes
IGG0CLAW	0	0000	identical		length
IGG0CLAX	0	0000	identical		length
IGG0CLAY	8	0000	cards		length
IGG0CLAZ	0	0000	identical		length
IGG0CLB0	0	0000	identical		length
IGG0CLB1	0	0000	identical		length
IGG0CLB2	0	0000	identical		holes
IGG0CLB3	0	0000	identical		holes
IGG0CLB4	0	0000	identical		mixed
IGG0CLB5	0	0000	identical		length
IGG0CLB6	0	0000	identical		length
IGG0CLB7	0	0000	identical		length
IGG0CLB8	0	0000	identical		length
IGG0CLB9	0	0000	identical		length
IGG0CLBA	0	0000	identical		length
IGG0CLBB	0	0000	identical		length
IGG0CLBC	0	0000	identical		holes
IGG0CLBD	0	0000	identical		length
IGG0CLBE	0	0000	identical		length
IGG0CLBF	0	0000	identical		holes
IGG0CLBG	0	0000	identical		length
IGG0CLBH	0	0000	identical		length
IGG0CLBI	0	0000	bytes	bytes	mixed
IGG0CLBJ	0	0000	identical		holes
IGG0CLBK	0	0000	identical		length
IGG0CLBL	0	0000	identical		length
IGG0CLBM	0	0000	identical		length
IGG0CLBN	0	0000	identical		length
IGG0CLBO	0	0000	identical		length
IGG0CLBP	0	0000	identical		length
IGG0CLBQ	0	0000	identical		holes
IGG0CLBR	0	0000	identical		holes
IGG0CLBS	0	0000	identical		length
IGG0CLBT	0	0000	identical		length
IGG0CLBU	0	0000	identical		length
IGG0CLBV	0	0000	identical		length
IGG0CLBW	0	0000	identical		length
IGG0CLBX	0	0000	identical		text
IGG0CLBY	0	0000	identical		length
IGG0CLBZ	0	0000	identical		length
IGG0CLC9	0	0000	bytes	bytes	length
IGG0CLCA	0	0000	bytes	bytes	length
IGG0CLCB	0	0000	identical		length
IGG0CLCC	8	0000	bytes	bytes	length
IGG0CLCD	8	0000	bytes	bytes	length
IGG0CLCE	0	0000	bytes	bytes	length
IGG0CLCF	0	0000	bytes	bytes	length
IGG0CLDA	0	0000	identical		mixed
IGG0CLDC	0	0000	identical		length
IGG0CLDD	0	0000	identical		length
IGG0CLF2	0	0008	identical		text
IGG1AN	0	0000	identical		identical
IGG1HN	0	0000	identical		identical
IGG1PCAN	0	0000	identical		identical
IGG1PCHN	0	0000	identical		identical
IGG1PN	0	0000	identical		text
IGG1QN	0	0000	identical		text
IGG1QNC	0	0000	identical		text
IGG1RN	0	0000	identical		identical
IGG1SN	0	0000	identical		text
IGG1TN	0	0000	identical		identical
IGG1XN	0	0000	identical		identical
IGG1YN	0	0000	identical		identical
IGG2A11	0	0000	identical		identical
IGG2G11	0	0000	identical		text
IGG2H11	0	0000	identical		identical
IGG2P11	0	0000	identical		text
IGG2T11	0	0000	identical		identical
IGG3AN	0	0000	identical		identical
IGG3HN	0	0000	identical		identical
IGG3PCAN	0	0000	identical		identical
IGG3PCHN	0	0000	identical		identical
IGG3PN	0	0000	identical		text
IGG3QN	0	0000	identical		text
IGG3QNC	0	0000	identical		text
IGG3RN	0	0000	identical		identical
IGG3SN	0	0000	identical		identical
IGG3TN	0	0000	identical		text
IGG3XN	0	0000	identical		identical
IGG3YN	0	0000	identical		identical
IGGMSG01	0	0000	identical		identical
IGGMSG02	0	0000	identical		length
IGX00013	0	0000	bytes	bytes	length
IGX00014	0	0000	bytes	bytes	no-pair
IGX00015	0	0000	identical		length
IGX00026	0	0000	identical		length
IGX00027	0	0000	identical		length
IHCGSP01	8	0012	identical		length
IHCGSP02	8	0012	identical		length
IHCGSP03	8	0012	bytes	bytes	length
IHCGSP04	0	0000	identical		holes
IHDGSP01	8	0012	identical		length
IHDGSP03	8	0012	bytes	bytes	length
IHEGSP03	8	0012	bytes	bytes	length
IHJACP00	8	0000	bytes	bytes	length
IHJACP01	8	0000	bytes	bytes	length
IHJACP02	8	0008	bytes	bytes	mixed
IHJACP20	0	0000	bytes	bytes	text
IHJACP25	0	0000	bytes	bytes	length
IHJACP50	8	0000	bytes	bytes	text
IHJACP70	8	0000	bytes	bytes	mixed
IHJARS00	8	0000	bytes	bytes	length
IHJARS01	0	0000	bytes	bytes	length
IHJARS60	8	0000	bytes	bytes	length
IHJQCP30	0	0000	identical		holes
IHJQCP31	0	0000	identical		identical
IHJQCP32	0	0000	identical		text
IHJQRS20	0	0000	bytes	bytes	text
IHJQRS21	0	0000	identical		length
IHJQRS22	0	0000	identical		text
IHJQRS23	0	0000	identical		text
IHJQRS24	0	0000	bytes	bytes	text
IKJ5803D	0	0000	identical		length
IKJCB831	0	0000	identical		holes
IKJCT430	0	0000	bytes	bytes	length
IKJCT431	8	0000	bytes	bytes	length
IKJCT432	0	0000	bytes	bytes	text
IKJCT433	0	0000	bytes	bytes	length
IKJCT434	0	0000	bytes	bytes	length
IKJCT435	0	0008	cards		length
IKJCT436	0	0000	bytes	bytes	length
IKJCT460	0	0000	identical		length
IKJCT462	0	0000	bytes	bytes	length
IKJCT463	0	0000	bytes	bytes	length
IKJCT464	0	0000	identical		length
IKJCT466	0	0000	identical		length
IKJCT467	8	0012	bytes	bytes	length
IKJCT469	8	0000	cards		length
IKJCT470	0	0000	identical		holes
IKJCT471	0	0000	identical		length
IKJCT472	0	0000	bytes	bytes	length
IKJCT473	0	0000	identical		length
IKJEBEAA	0	0000	bytes	bytes	no-pair
IKJEBEAE	0	0000	bytes	bytes	no-pair
IKJEBEAR	0	0000	identical		identical
IKJEBEAT	0	0000	identical		no-pair
IKJEBEBO	0	0000	bytes	bytes	no-pair
IKJEBECH	0	0000	cards		no-pair
IKJEBECI	0	0008	bytes	bytes	no-pair
IKJEBECK	0	0000	identical		identical
IKJEBECO	0	0008	bytes	bytes	no-pair
IKJEBEDA	0	0008	bytes	bytes	no-pair
IKJEBEDC	0	0000	bytes	bytes	no-pair
IKJEBEDE	0	0008	cards		no-pair
IKJEBEDO	8	0008	bytes	bytes	no-pair
IKJEBEDX	0	0008	bytes	bytes	no-pair
IKJEBEEN	0	0000	bytes	bytes	no-pair
IKJEBEEX	0	0008	bytes	bytes	no-pair
IKJEBEFC	0	0008	bytes	bytes	no-pair
IKJEBEFI	8	0008	bytes	bytes	no-pair
IKJEBEFO	8	0000	cards		no-pair
IKJEBEHE	0	0008	bytes	bytes	no-pair
IKJEBEIA	8	0008	bytes	bytes	no-pair
IKJEBEIP	0	0000	cards		no-pair
IKJEBEIS	8	0000	bytes	bytes	no-pair
IKJEBELE	0	0000	identical		no-pair
IKJEBELI	8	0000	cards		no-pair
IKJEBELT	8	0000	cards		no-pair
IKJEBEM1	0	0000	identical		no-pair
IKJEBEM2	0	0000	identical		no-pair
IKJEBEM3	0	0000	identical		no-pair
IKJEBEM4	0	0000	identical		no-pair
IKJEBEM5	0	0000	identical		no-pair
IKJEBEM6	0	0000	identical		no-pair
IKJEBEM7	0	0000	bytes	bytes	no-pair
IKJEBEMA	8	0000	cards		no-pair
IKJEBEMC	8	0000	cards		length
IKJEBEME	8	0000	cards		no-pair
IKJEBEMR	8	0008	bytes	bytes	no-pair
IKJEBEMS	0	0008	bytes	bytes	no-pair
IKJEBEPS	0	0000	identical		no-pair
IKJEBERC	0	0000	identical		identical
IKJEBERE	8	0008	cards		no-pair
IKJEBERN	0	0000	bytes	bytes	no-pair
IKJEBERU	8	0000	cards		no-pair
IKJEBESA	8	0008	bytes	bytes	no-pair
IKJEBESC	0	0000	cards		no-pair
IKJEBESE	0	0008	bytes	bytes	no-pair
IKJEBESU	0	0000	cards		no-pair
IKJEBETA	8	0008	cards		no-pair
IKJEBETO	0	0008	bytes	bytes	no-pair
IKJEBEUI	0	0008	bytes	bytes	no-pair
IKJEBEUN	0	0000	bytes	bytes	length
IKJEBEUP	8	0008	bytes	bytes	no-pair
IKJEBEUT	8	0008	bytes	bytes	no-pair
IKJEBEVE	0	0008	bytes	bytes	no-pair
IKJEE100	0	0000	identical		no-pair
IKJEE150	0	0000	identical		no-pair
IKJEE1A0	0	0000	identical		no-pair
IKJEES10	0	0008	identical		no-pair
IKJEES11	8	0008	cards		no-pair
IKJEES20	0	0008	identical		mixed
IKJEES40	0	0000	identical		no-pair
IKJEES70	0	0008	bytes	bytes	mixed
IKJEES74	0	0008	identical		length
IKJEES75	0	0008	bytes	bytes	text
IKJEFA00	0	0000	bytes	bytes	no-pair
IKJEFA01	0	0000	identical		no-pair
IKJEFA10	0	0000	cards		no-pair
IKJEFA11	0	0000	identical		no-pair
IKJEFA12	0	0000	identical		no-pair
IKJEFA13	0	0000	identical		no-pair
IKJEFA20	0	0000	bytes	bytes	no-pair
IKJEFA21	0	0000	identical		no-pair
IKJEFA22	0	0000	identical		no-pair
IKJEFA23	0	0000	identical		no-pair
IKJEFA24	8	0000	cards		no-pair
IKJEFA30	0	0000	cards		no-pair
IKJEFA31	0	0000	identical		no-pair
IKJEFA32	0	0000	identical		no-pair
IKJEFA40	0	0000	identical		no-pair
IKJEFA41	0	0000	identical		no-pair
IKJEFA42	0	0000	bytes	bytes	no-pair
IKJEFA51	0	0000	identical		no-pair
IKJEFA52	0	0000	identical		no-pair
IKJEFA53	0	0000	identical		no-pair
IKJEFA54	0	0000	identical		no-pair
IKJEFA55	0	0000	cards		no-pair
IKJEFATT	0	0000	cards		no-pair
IKJEFD00	0	0000	identical		identical
IKJEFD20	0	0000	cards		no-pair
IKJEFD30	0	0000	bytes	bytes	mixed
IKJEFD31	0	0000	cards		length
IKJEFD32	0	0000	identical		mixed
IKJEFD33	0	0000	identical		identical
IKJEFD34	0	0000	identical		identical
IKJEFD35	0	0000	identical		holes
IKJEFD36	0	0000	identical		holes
IKJEFD37	8	0000	cards		length
IKJEFE01	0	0000	bytes	bytes	no-pair
IKJEFE02	0	0000	bytes	bytes	no-pair
IKJEFE03	0	0000	bytes	bytes	no-pair
IKJEFE04	0	0000	identical		no-pair
IKJEFE05	0	0000	identical		no-pair
IKJEFE06	0	0000	identical		no-pair
IKJEFE11	0	0000	cards		no-pair
IKJEFE15	0	0000	identical		no-pair
IKJEFE16	0	0000	identical		no-pair
IKJEFF00	0	0000	identical		length
IKJEFF01	0	0000	identical		no-pair
IKJEFF02	0	0000	cards		length
IKJEFF03	0	0000	cards		no-pair
IKJEFF04	0	0000	bytes	bytes	no-pair
IKJEFF05	0	0000	identical		no-pair
IKJEFF06	0	0000	identical		no-pair
IKJEFF07	0	0000	identical		no-pair
IKJEFF08	0	0000	identical		no-pair
IKJEFF09	0	0000	identical		no-pair
IKJEFF10	0	0000	identical		no-pair
IKJEFF12	0	0000	identical		no-pair
IKJEFF13	0	0000	identical		no-pair
IKJEFF15	0	0000	identical		length
IKJEFF16	0	0000	bytes	bytes	no-pair
IKJEFF18	0	0000	cards		no-pair
IKJEFF19	0	0000	bytes	bytes	length
IKJEFF20	0	0000	identical		length
IKJEFF49	0	0000	cards		length
IKJEFF50	0	0000	cards		no-pair
IKJEFF51	0	0000	identical		holes
IKJEFF52	0	0000	bytes	bytes	length
IKJEFF53	0	0000	identical		identical
IKJEFF54	0	0000	bytes	bytes	length
IKJEFF55	0	0000	identical		no-pair
IKJEFF56	0	0000	identical		text
IKJEFF57	0	0000	identical		no-pair
IKJEFF58	0	0000	identical		identical
IKJEFF76	0	0000	identical		identical
IKJEFF77	0	0000	identical		identical
IKJEFG00	0	0000	cards		no-pair
IKJEFH00	0	0000	identical		no-pair
IKJEFH01	0	0000	cards		no-pair
IKJEFH02	0	0000	identical		no-pair
IKJEFH03	8	0000	bytes	bytes	no-pair
IKJEFL00	0	0000	identical		no-pair
IKJEFLA	0	0000	bytes	bytes	length
IKJEFLB	0	0000	bytes	bytes	length
IKJEFLC	0	0000	bytes	bytes	length
IKJEFLCM	0	0000	identical		holes
IKJEFLE	0	0000	cards		length
IKJEFLEA	8	0000	cards		length
IKJEFLF	0	0000	identical		length
IKJEFLG	0	0000	identical		identical
IKJEFLGB	0	0004	identical		length
IKJEFLGH	0	0000	identical		holes
IKJEFLGM	0	0000	identical		length
IKJEFLGN	0	0000	identical		length
IKJEFLH	0	0000	identical		length
IKJEFLI	0	0000	cards		length
IKJEFLJ	0	0000	identical		length
IKJEFLK	0	0000	bytes	bytes	length
IKJEFLL	0	0000	bytes	bytes	length
IKJEFLLM	0	0000	identical		mixed
IKJEFLPA	0	0000	identical		mixed
IKJEFLS	0	0004	identical		length
IKJEFP00	0	0000	bytes	bytes	length
IKJEFP03	0	0000	identical		length
IKJEFP10	0	0000	identical		identical
IKJEFP20	0	0000	cards		length
IKJEFP30	0	0000	identical		mixed
IKJEFP40	0	0000	cards		length
IKJEFP60	0	0000	bytes	bytes	length
IKJEFR00	0	0000	cards		no-pair
IKJEFT01	0	0000	bytes	bytes	length
IKJEFT02	0	0000	cards		length
IKJEFT03	0	0000	identical		length
IKJEFT04	0	0000	identical		length
IKJEFT05	0	0000	identical		length
IKJEFT06	0	0000	identical		length
IKJEFT07	0	0000	identical		text
IKJEFT08	0	0000	cards		length
IKJEFT09	0	0000	identical		text
IKJEFT25	0	0000	cards		length
IKJEFT30	0	0000	bytes	bytes	length
IKJEFT35	0	0000	identical		length
IKJEFT40	0	0000	bytes	bytes	mixed
IKJEFT45	0	0000	bytes	bytes	length
IKJEFT52	0	0000	identical		holes
IKJEFT53	0	0000	identical		holes
IKJEFT54	0	0000	identical		holes
IKJEFT55	0	0000	bytes	bytes	length
IKJEFT56	0	0000	identical		identical
IKJEFT80	0	0000	cards		no-pair
IKJEFT82	0	0000	cards		no-pair
IKJEFTE2	0	0000	identical		identical
IKJEFTE8	0	0000	identical		text
IKJEFTNS	0	0000	identical		identical
IKJEFTSC	0	0000	identical		length
IKJEFXSR	0	0000	bytes	bytes	length
IKJEGASN	0	0000	bytes	bytes	no-pair
IKJEGAT	8	0008	cards		no-pair
IKJEGATD	8	0008	bytes	bytes	no-pair
IKJEGATN	0	0000	identical		no-pair
IKJEGCIV	0	0000	identical		no-pair
IKJEGCPY	0	0000	cards		no-pair
IKJEGCVT	0	0000	bytes	bytes	no-pair
IKJEGDCB	0	0000	cards		no-pair
IKJEGDEB	0	0000	bytes	bytes	no-pair
IKJEGEND	0	0000	identical		no-pair
IKJEGEQU	0	0000	cards		no-pair
IKJEGGO	0	0000	bytes	bytes	no-pair
IKJEGINT	0	0000	bytes	bytes	no-pair
IKJEGIO	0	0000	bytes	bytes	no-pair
IKJEGLDF	8	0008	cards		no-pair
IKJEGLDR	0	0000	identical		no-pair
IKJEGLSA	0	0000	bytes	bytes	no-pair
IKJEGLST	8	0008	cards		no-pair
IKJEGMAP	0	0000	bytes	bytes	no-pair
IKJEGMNL	8	0008	cards		no-pair
IKJEGMSG	0	0000	identical		no-pair
IKJEGOFF	0	0000	bytes	bytes	no-pair
IKJEGPCH	0	0000	bytes	bytes	no-pair
IKJEGPSW	0	0000	bytes	bytes	no-pair
IKJEGQFY	0	0000	bytes	bytes	no-pair
IKJEGSCD	0	0000	cards		no-pair
IKJEGSRH	0	0000	identical		no-pair
IKJEGSTA	0	0000	identical		no-pair
IKJEGSYM	0	0000	identical		no-pair
IKJEGTCB	0	0000	bytes	bytes	no-pair
IKJEGWHR	0	0000	bytes	bytes	no-pair
IKJEHAL1	8	0000	cards		no-pair
IKJEHCIR	0	0000	identical		no-pair
IKJEHDEF	0	0000	bytes	bytes	no-pair
IKJEHDS1	0	0000	bytes	bytes	no-pair
IKJEHMEM	0	0000	identical		no-pair
IKJEHPRO	8	0000	cards		no-pair
IKJEHREN	0	0000	bytes	bytes	no-pair
IKJEHSIR	0	0000	identical		no-pair
IKJL4T00	0	0000	bytes	bytes	mixed
IKJNULL	0	0000	identical		length
IKJRBBCM	0	0000	identical		text
IKJRBBCR	0	0000	identical		length
IKJRBBMC	0	0000	identical		length
IKJRBBMG	0	0000	identical		holes
IKJRBBMP	0	0000	bytes	bytes	length
IKJRBBU0	0	0000	bytes	bytes	length
IKJRBBU1	0	0000	identical		holes
IKJTTRM0	0	0000	identical		length
IKT0009C	0	0000	identical		identical
IKT0009D	0	0000	identical		length
IKT09401	0	0000	identical		length
IKT09404	0	0000	identical		identical
IKT09405	0	0000	identical		identical
IKT09409	0	0000	identical		length
IKT0940A	0	0000	identical		identical
IKT0940C	0	0000	identical		text
IKT0940D	0	0000	identical		identical
IKT0940E	0	0000	identical		length
IKT0940F	0	0000	bytes	bytes	length
IKT09412	0	0000	identical		length
IKT09413	0	0000	identical		mixed
IKT09414	0	0000	identical		identical
IKT3270I	0	0000	identical		length
IKT3270O	0	0000	identical		length
IKT93EST	0	0000	identical		length
IKTASCII	0	0000	identical		identical
IKTASTPT	0	0000	identical		length
IKTATTN	0	0000	identical		length
IKTAY8	8	0000	bytes	bytes	length
IKTCAS00	0	0000	identical		length
IKTCAS20	0	0000	identical		identical
IKTCAS21	0	0000	identical		length
IKTCAS22	0	0000	identical		length
IKTCAS23	0	0000	bytes	bytes	length
IKTCAS24	0	0000	identical		length
IKTCAS30	0	0000	identical		identical
IKTCAS31	0	0000	identical		length
IKTCAS32	0	0000	identical		length
IKTCAS33	0	0000	identical		identical
IKTCAS40	0	0000	cards		length
IKTCAS41	0	0000	identical		identical
IKTCAS42	0	0000	identical		identical
IKTCAS51	0	0000	identical		identical
IKTCAS52	0	0000	cards		length
IKTCAS53	0	0000	identical		length
IKTCAS54	0	0000	bytes	bytes	text
IKTCAS55	0	0000	bytes	bytes	length
IKTCAS56	0	0000	identical		length
IKTCASCX	0	0000	identical		length
IKTCASOX	0	0000	identical		length
IKTEXIT	0	0000	identical		length
IKTIIOM	0	0000	identical		length
IKTIMIDS	0	0000	identical		length
IKTIMLU2	0	0000	identical		length
IKTIOFRR	0	0000	identical		length
IKTIST00	0	0000	identical		identical
IKTLOGFF	0	0004	identical		length
IKTLOGR	0	0000	identical		length
IKTLTERM	0	0000	identical		length
IKTMSGS	0	0000	cards		length
IKTOMIDS	0	0000	identical		length
IKTOMLU2	0	0000	identical		length
IKTQMIN	0	0000	identical		length
IKTRPLXT	0	0000	identical		identical
IKTTIMRT	0	0000	identical		length
IKTTOMJR	0	0000	identical		length
IKTTOMRT	0	0000	bytes	bytes	length
IKTVTGET	0	0000	cards		length
IKTVTPUT	0	0000	cards		length
IKTXINIT	8	0000	bytes	bytes	length
IKTXLOG	0	0000	identical		identical
